created_at,tweet,Категорія,Категорія_Ід
26.03.2021 14:51:27,"#Україна – багатонаціональна держава. Кожен народ додає до нашої спільної культури свої традиції, чим робить її цікавою та сильною. У суботу починається свято #Песах, що символізує свободу. Вітаю всіх юдеїв, бажаю добра та злагоди. Хаг Песах самеах!  https://t.co/xb9igGih33",Вшанування,7
26.03.2021 10:02:22,Щиро вітаю весь особовий склад Національної гвардії України із сьомою річницею її створення.  Здоров’я вам і вашим рідним! Наснаги й сил у нелегкій службі на благо українського народу!  https://t.co/DqemR4dNBx,Вшанування,7
25.03.2021 13:13:38,"Бажаю всім працівникам СБУ здоров’я та сил, щоб ви й надалі справно виконували свою роботу. З честю, відвагою та на благо нашої держави.  https://t.co/SIuZ0OzzsL",Вшанування,7
25.03.2021 10:58:43,"Щирі вітання @PresidencyGR з Днем незалежності Греції! Боротьба за незалежність 🇬🇷 тісно пов’язана з Одесою та українським Півднем, що став домівкою для багатьох греків. Очікую візиту Катеріни Сакелларопулу на 30-річчя незалежності 🇺🇦 для зміцнення нашої співпраці #Greece200years  https://t.co/KlWPKybCZu",Вшанування,7
24.03.2021 23:44:17,"Нічия на виїзді з чемпіонами світу – not bad 💪💪💪 Вітаю команду й тренера з крутим результатом, здобутим попри солідні кадрові втрати! Вперед, Україно! ⚽",Вшанування,7
24.03.2021 09:16:05,#COVID19 – не привід забувати про інші хвороби. Сьогодні – Всесвітній день боротьби проти туберкульозу. 🇺🇦 підтримала намір @UN подолати епідемію недуги до 2030 р. В 🇺🇦 захворюваність на відкриту форму туберкульозу торік зменшилася на 30%. @WHO #WorldTBDay  https://t.co/waqORrn5S8,Підтримка,6
22.03.2021 17:33:10,"З радістю вітаємо @OdileRenaud з її першим візитом в #Україну. Ми мали конструктивну й теплу зустріч. @EBRD – найбільший інвестор в Україну. Ми раді працювати над реформуванням країни, покращуючи енергоефективність та інвестиційний клімат.  https://t.co/P7dgq8CF81",Подія,5
20.03.2021 14:32:10,"Є цінності, які об'єднують усе людство. Щастя – цінність спільна, але для кожного воно своє. І кожен повинен мати причину бути щасливим. #InternationalDayOfHappiness  https://t.co/U7BcAcXPXp",Вшанування,7
18.03.2021 14:10:12,".@GitanasNauseda, дякую #Литві за готовність до активної участі в Кримській платформі. Вона запрацює не лише для деокупації українського півострова. Учасники розроблять механізми протидії спробам окупації будь-яких територій на планеті. #CremiaIsUkraine  https://t.co/XClJFRLj87",Вдячність,3
18.03.2021 14:07:09,"З Президентом Литви @GitanasNauseda підписав Декларацію щодо підтримки європейської перспективи України. #Литва підтримає нас при подачі заявки на членство в #ЄС. Україна у Євросоюзі – це стратегічна, досяжна мета, яку ми прагнемо втілити якомога швидше.  https://t.co/CDiZVhKLWo",Подія,5
18.03.2021 12:41:37,Вітаю ПМ 🇳🇱 @markrutte з переконливою перемогою партії VVD на виборах! Цей успіх є свідченням беззаперечного лідерства та ефективного керівництва державою в умовах пандемії. Бажаю 🇳🇱 швидкого формування урядової коаліції. Готові до продовження співпраці.,Вшанування,7
17.03.2021 11:14:44,У людства немає запасної планети. В українців немає запасної #України. Посилення боротьби зі злочинами у сфері екології має бути серед пріоритетів кримінальної політики. А українська природа має бути чистою та безпечною для здоров'я і життя.  https://t.co/3D7sW5bQLl,Сентенція,4
16.03.2021 11:31:33,"Сім років тому Росія влаштувала фейковий референдум у Криму. #Україна вперше після незаконної анексії підготувала Стратегію деокупації та реінтеграції півострова. Ми об'єднуємо світ на базі Кримської платформи, щоб повернути Україні українське. #CrimeaIsUkraine  https://t.co/SUfjjpifFL",Невдоволення,1
15.03.2021 21:06:27,"Україна вперше візьме участь у міжнародних змаганнях @warriorgames у США для ветеранів та військовослужбовців. 40 наших воїнів змагатимуться з командами зі 🇺🇸 🇨🇦 🇦🇺 🇳🇱 🇬🇧 🇬🇪 🇩🇰. З нетерпінням чекаю на зустріч із тими, хто пройде національний відбір і потрапить до команди 🇺🇦.  https://t.co/IyoQ9UIp3v",Сентенція,4
15.03.2021 20:00:38,"Дякую @SwedishPM за підтримку суверенітету й територіальної цілісності 🇺🇦, високу оцінку українських реформ. Обговорили поглиблення взаємодії у сфері оборони та в інших галузях. Чекаю вас на 30-ту річницю незалежності 🇺🇦. Бажаю міцного здоров’я вам і шведському народу.  https://t.co/sbGTL5vRkj",Вдячність,3
13.03.2021 12:51:28,"Земельна реформа – це не лише про право власності на землю. Це також про фахівців, які об’єднують горизонти, землю та людей. День землевпорядника – нагода побажати експертам завжди бути відповідальними та прагнути до світових стандартів землевпорядної роботи 🇺🇦  https://t.co/eVSWGrKLmy",Вшанування,7
13.03.2021 10:10:46,"Ваша Святість @Pontifex уже 8 років на престолі вчить людство доброти й милосердя. Світ змінювався, але незмінно щирими були молитви за мир, зокрема на сході України. Дякую Вашій Святості за ініціативу #PopeforUkraine, яка стала проявом любові та підтримки для жителів Донбасу.  https://t.co/qNNWjYAOby",Вдячність,3
12.03.2021 16:43:30,Дякую @netanyahu за готовність сприяти у пришвидшенні постачання вакцини проти #COVID19. Бажаю ізраїльському народу міцного здоров’я. «Зелені паспорти» можуть відновити подорожі ✈️ між 🇺🇦 та 🇮🇱. Ми готові обговорювати цю ініціативу. Ласкаво просимо на 30-ту річницю незалежності🇺🇦  https://t.co/t2dsIwYzdm,Вдячність,3
12.03.2021 13:39:39,Дякую @vanderbellen за підтримку суверенітету й територіальної цілісності України. Для нас це дуже важливо. Просимо сприяти у пришвидшенні отримання Україною якісної вакцини в межах #COVAX. Запрошую вас на 30-річчя незалежності 🇺🇦 та на саміт Кримської платформи.  https://t.co/dDvkzjHGdE,Вдячність,3
11.03.2021 15:24:33,".@sugawitter, згадуємо рішучість людей, які 10 років тому долали масштабну аварію на АЕС «Фукусіма-1» у Японії. Українці дуже добре розуміють, що таке техногенна катастрофа і яка ціна зусиль для боротьби з її наслідками. Трагедії на «Фукусіма-1» та ЧАЕС не повинні повторитися.",Співчуття,2
11.03.2021 09:59:49,"Те, що справжнє, завжди перемагає. 31 рік тому #Литва підтвердила свій європейський напрямок розвитку та обрала такі цінності, як людська гідність і свобода. @GitanasNauseda, вітаю Вас із Днем відновлення незалежності #Литва!  https://t.co/Pu6h7JpVdn",Вшанування,7
11.03.2021 08:49:00,"Рік тому @WHO оголосила пандемію #коронавірусу. За цей час людство отримало колосальний спільний досвід і стало сильнішим. @DrTedros, упевнений, вакцинація та дотримання правил карантину допоможуть усім нам повернутися до звичного життя.",Сентенція,4
09.03.2021 17:19:15,"Шевченко – це запальна суміш енергії, духу, боротьби, драйву. Його творчість – це і класика, і мейнстрим одночасно. Шевченко – це наша суперзірка. Відомий на весь світ, але особливий для кожного з нас. Там, де Шевченко, – там Україна.  https://t.co/ucbzMQGY9A",Вшанування,7
09.03.2021 10:54:50,#Україна на передовій боротьби з пропагандою. В @UN я виступив з ініціативою створити в Україні Центр протидії дезінформації. Найближчим часом він розпочне роботу і в майбутньому має стати міжнародним хабом протидії фейкам.,Сентенція,4
09.03.2021 10:53:54,"Інформаційна війна – це не лише дезінформація. Це страх, агресія, які множаться з кожним лайком і репостом. Українців треба вчити відрізняти правду від фейків: у школі мають бути уроки медіаграмотності. Тих, хто давно не учень, маємо навчити, що таке інформаційна гігієна.",Сентенція,4
08.03.2021 11:56:56,"Наші любі матусі, сестрички, донечки, дружини! Мрійте, створюйте, надихайте і надихайтеся, досягайте мети, змінюйте світ і залишайтесь такими ж прекрасними.  З Міжнародним жіночим днем! Зі святом 8 Березня!  https://t.co/kHQaClo6eE",Вшанування,7
07.03.2021 23:03:25,"Щиро вітаю Марину Бех-Романчук, Ярославу Магучіх та Ірину Геращенко з медалями 🥇🥇🥈 на чемпіонаті Європи з легкої атлетики! І всю Україну – з 6-м командним місцем наших спортсменів! Пишаємося вами!",Вшанування,7
06.03.2021 14:43:47,"У 18 років люди стають повнолітніми. І саме стільки років тому парламент України ухвалив закон про Державний гімн. Нехай виконання урочистої пісні щоразу нагадує нам, українцям, про зрілість. А значить – спільну відповідальність за країну сьогодні і в майбутньому.  https://t.co/QjOvUD3rdT",Вшанування,7
06.03.2021 12:18:10,"Аварія поблизу Кашице, у яку потрапив автобус Познань – Херсон, дуже нас засмутила. Щонайменше 6 українців загинуло, 35 наших людей госпіталізовані. Щирі співчуття. Дякую 🇵🇱 і 🇺🇦 дипломатам за те, що роблять все для допомоги постраждалим і встановлення причин аварії. @AndrzejDuda",Співчуття,2
06.03.2021 09:43:54,"Сердечні співчуття родинам українців, чиї близькі загинули й зазнали травм унаслідок аварії автобуса під польським Кашице. Наші консули – на місці трагедії. Робимо все можливе для надання допомоги.",Співчуття,2
05.03.2021 08:51:55,"Щирі співчуття народу Туреччини у зв’язку із загибеллю військовослужбовців унаслідок падіння гелікоптера у провінції Бітліс. Близьким загиблих – сил пережити цю страшну втрату, а пораненим – швидкого одужання. @RTErdogan",Співчуття,2
04.03.2021 16:34:19,"Вітаю послів #В’єтнаму 🇻🇳, #Бразилії 🇧🇷 та #Італії 🇮🇹 в #Україні. Сподіваюся на активізацію взаємодії з цими державами на всіх рівнях заради добробуту громадян. Дякую за постійну взаємодію у питанні боротьби з пандемією #COVID.",Вдячність,3
03.03.2021 16:43:04,Упевнений – після цього візиту відносини України та ЄС вийдуть на новий рівень. Плани в нас амбітні. Вдячний Шарлю Мішелю за плідний діалог!  https://t.co/yJX8teP04Z,Вдячність,3
03.03.2021 12:33:01,"Ми з @eucopresident звірили годинники щодо реалізації домовленостей торішнього Саміту #Україна-ЄС. Серед них – перегляд Угоди про асоціацію та інтеграція до спільного ринку ЄС. Впевнений, зможемо втілити заплановане до цьогорічного Саміту у Києві.  https://t.co/aMzmNq4Zx7",Сентенція,4
03.03.2021 12:31:19,"Вдячний #ЄС за допомогу жителям Донбасу. Важлива незмінна підтримка зусиль #України для мирного врегулювання конфлікту. Пропоную також запровадити санкції за свавілля в окупованому #Криму, які стали б внеском ЄС у роботу Кримської платформи @eucopresident  https://t.co/YPIZkpaNKM",Вдячність,3
02.03.2021 23:10:32,"Мобільний госпіталь № 59 на Луганщині. Як і обіцяв, вакцинувався разом з нашими захисниками.  https://t.co/rilZFdMXvL",Подія,5
02.03.2021 14:45:36,"Можна багато про щось говорити, але завжди краще побачити. Сьогодні Президент Євроради @eucopresident зі мною відвідує Донбас. Тут досі триває війна, але ми створюємо й умови для повернення до нормального життя. Сучасний ЦНАП на КПВВ «Щастя» працює для жителів усього #Донбасу  https://t.co/sTvfKCMF3i",Подія,5
01.03.2021 13:29:07,"Україна прощається з тим, хто заклав основи дипломатичної армії молодої держави та формував імідж країни на початку незалежності. Щирі співчуття та слова підтримки рідним першого міністра закордонних справ України Анатолія Зленка.",Співчуття,2
01.03.2021 12:13:34,Дієвим кроком для усунення зловживань та забезпечення прозорості суду можуть стати ІТ-рішення. За аналогією з державними послугами у смартфоні ми прагнемо створити «суд у смартфоні». Також серед ефективних інструментів – суд присяжних   #Україна30 #правосуддя,Сентенція,4
01.03.2021 12:12:08,Забезпечення права громадян на чесний і незалежний суд – це базовий принцип демократичної держави. Це частина моєї президентської програми. Також #судовареформа в Україні допоможе нашій інтеграції в #ЄС і #НАТО.   #Україна30 #правосуддя,Сентенція,4
01.03.2021 11:13:50,"Ми налаштовані успішно втілити #судовуреформу, щоб в Україні працювали лише чесні, незалежні та справедливі суди. Закон має бути один для всіх. Ми втілимо це в життя, і це рішення не підлягає оскарженню.  #Україна30 #правосуддя  https://t.co/rfQ8VzIFKm",Сентенція,4
01.03.2021 08:18:07,.@Grybauskaite_LT – справжній друг #Ukraine. Наша країна з вашою підтримкою пройшла великі випробування. Ваша діяльність – приклад уміння відстоювати національні інтереси та підтримувати партнерів. З днем народження!  https://t.co/NHiChL2HTp,Вшанування,7
26.02.2021 11:00:07,"Сьогодні День спротиву окупації #Криму. Вперше за роки після анексії півострова #Ukraine робить конкретні кроки для повернення захопленої території. Деокупація #Crimea – це спільне завдання для світової спільноти, яка об’єднується на майданчику Кримської платформи. Крим – це 🇺🇦!  https://t.co/yWWpLRJ4Qe",Сентенція,4
26.02.2021 09:32:05,Вітаю близького друга і союзника – Президента @RTErdogan з днем народження! Ціную підтримку 🇹🇷 суверенітету й територіальної цілісності 🇺🇦. З теплотою згадую свій візит до #Туреччини у 2020-му й очікую проведення IX Стратегічної ради високого рівня для поглиблення наших відносин.,Вшанування,7
26.02.2021 00:19:44,"Щиро вітаю київське «Динамо» та донецький «Шахтар» з перемогами та виходом у наступну стадію Ліги Європи!   Дякуємо вам, хлопці!  І бажаю зустрітися у фіналі! 😉 🇺🇦🇺🇦🇺🇦 💪🏻💪🏻💪🏻",Вшанування,7
25.02.2021 17:40:38,"Вітаю всіх юдеїв із найрадіснішим святом #purim2021! Бажаю добробуту, злагоди та віри в диво! Хаг Пурим Самеах! @netanyahu  https://t.co/dfG7llJpMC",Вшанування,7
25.02.2021 13:35:21,"Співпраця з @NATO для #України надзвичайно важлива. Ми зміцнюємо нашу армію, долучаючись до стандартів Альянсу, ділимося практичним досвідом, розвиваємо стратегічне партнерство та дружбу.",Сентенція,4
25.02.2021 13:34:07,"Радий чути від @jensstoltenberg, що двері @NATO для #України відчинені. Дякую, що ви особисто й члени Альянсу підтримують нас у бажанні досягти членства у #НАТО. Наша найближча мета – ПДЧ. Ми серйозно ставимося до реформ, оскільки це насамперед зміцнення нашого оборонного сектору  https://t.co/mlQ8hm51Mm",Вдячність,3
24.02.2021 21:32:22,"У нас із @AndrzejDuda чітка й незмінна позиція щодо #NordStream2. Його не можна допустити. #NS2 – пастка для всієї Європи. Вдячні @JoeBiden за санкції. Подальше їхнє посилення – енергетична безпека Європи. Дякуємо за 🇵🇱 ініціативу передати 🇺🇦 1,2 млн доз вакцини #AstraZeneca",Вдячність,3
24.02.2021 13:06:47,"Під час зустрічі з @GLandsbergis подякував 🇱🇹 за стійку підтримку територіальної цілісності та суверенітету 🇺🇦, за підтримку України на шляху до #EU і @NATO. Дякую за санкції через тимчасову окупацію #Криму, через війну на #Донбасі та заради енергетичної безпеки Європи.  https://t.co/C6NUon8SVU",Вдячність,3
24.02.2021 10:39:42,Вітаю @KerstiKaljulaid з Днем незалежності #Estonia. Високо ціную позицію #Таллінна щодо підтримки незалежності та суверенітету #України. Підтримую поглиблення двосторонньої співпраці між нашими країнами заради спільного успіху.  https://t.co/FwRyPgZsBK,Вшанування,7
24.02.2021 09:43:28,Вітаю Прем’єра #Норвегії @erna_solberg з днем народження. Високо ціную ваш внесок у розвиток 🇺🇦🇳🇴 партнерства та у зміцнення трансатлантичної солідарності. Готовий активізувати зусилля для подальшого розкриття потенціалу наших двосторонніх відносин. Бажаю здоров’я та успіхів.,Вшанування,7
23.02.2021 01:01:05,"Глибока повага до традицій і водночас впровадження новітніх технологій – це те, що робить @japan сильною. У день народження бажаю Його Величності Імператору #Naruhito та всій його країні процвітання й прекрасної гармонії в епоху Рейва.  https://t.co/99NU2W1rQO",Вшанування,7
22.02.2021 10:29:17,"#ВеликеБудівництво – це не просто красива рекламна картинка. І це не тільки імпульс для зростання нашої економіки та ВВП. Інфраструктура – це ставлення держави до своїх людей. Це те, чим усі ми користуємося сьогодні, щодня. І це те, що залишиться після нас.",Сентенція,4
22.02.2021 10:21:17,"За перший рік #ВеликеБудівництво ми проклали та відремонтували 6,5 тис. км доріг. Усі думали, що хороші дороги в Україні – це фантастика. Наші плани називали божевіллям. Сьогодні це – офіційна статистика. Ми довели, що можемо будувати комфортну країну.",Сентенція,4
20.02.2021 10:04:31,"Ми не маємо права забути імена всіх загиблих на Майдані.  Ми не маємо права не дізнатися імена всіх винних у цьому.  Ми не маємо права не побудувати саме ту країну, за яку вони віддали свої життя.  Вічна пам'ять усім, хто загинув за майбутнє України!  https://t.co/O6zvp8gTJ3",Співчуття,2
16.02.2021 09:32:53,"Що таке міцне партнерство, особливо приємно говорити сьогодні, у День незалежності #Литва. @GitanasNauseda, для українців ваша країна – це взірець стійкості та боротьби за шлях до Європи. Високо цінуємо підтримку #Україна та бажаємо #Литва процвітання.  https://t.co/eUi3SxqU4w",Вшанування,7
15.02.2021 08:57:28,"Щирі співчуття родині та друзям Сергія Камишева, Посла України в КНР. Він вірно служив Україні. Вдячний за його внесок у зміцнення дружби України з Азією та Близьким Сходом. Світла пам’ять.",Співчуття,2
15.02.2021 08:01:37,Меморандуми та контракти на $3 млрд. Перший день в #ОАЕ був вдалим! Продовжуємо!  https://t.co/yVCR4LO4QP,Подія,5
13.02.2021 17:27:39,Раді прибути до #ОАЕ. Наступні два дні будуть насичені важливими зустрічами! Сподіваюся на поглиблення співпраці між 🇺🇦 та 🇦🇪  https://t.co/8qm1ubrqb6,Подія,5
13.02.2021 15:42:35,Щиро вітаю Маріо Драґі з формуванням нового уряду Італії! Бажаю успіхів на новій посаді. Очікую зміцнення дружби та партнерства між 🇺🇦 та 🇮🇹!,Вшанування,7
13.02.2021 11:01:35,"Вітаю шістьох звільнених з піратського полону українських моряків удома! Повернення в Україну наших людей, де б у світі вони не потрапили в біду, для мене є й завжди буде пріоритетом. Найвища цінність – це людина.  https://t.co/FGDEH2Afbb",Вшанування,7
12.02.2021 13:54:07,Від усіх українців і від себе особисто вітаю лідера #Китаю високоповажного #XiJinping і дружній 🇨🇳 народ зі #СвятоВесни! У 10-ту річницю стратегічного 🇺🇦 🇨🇳 партнерства засвідчую налаштованість на подальшу взаємовигідну співпрацю @China_Ukraine_,Вшанування,7
11.02.2021 20:12:21,"Дуже радий і вдячний, що дипломати 🇫🇷 🇩🇪 🇺🇸 🇨🇦 🇬🇧 🇸🇪 побували зі мною на передовій і на власні очі побачили, що таке війна на #Донбасі і як важливо рухатися до миру.  https://t.co/0d3BVcZMoh",Вдячність,3
10.02.2021 15:38:28,"Бажаю здоров’я грецькому народу. Дякую, @PresidencyGR, за згоду сприяти в отриманні вакцини проти #COVID19. Запрошую на 30-річчя незалежності 🇺🇦. І раді сприяти святкуванню 200-річчя 🇬🇷 революції, у якій важливу роль відіграла українська Одеса.",Вшанування,7
09.02.2021 19:15:20,Вітання еміратським друзям у зв’язку з успішним досягненням зондом «Надія» орбіти Марсу. Бажаю нашим партнерам нових звершень у справі дослідження космосу!,Вшанування,7
09.02.2021 10:06:23,В моїй особі українська #освіта завжди матиме надійного союзника. Задоволені вихованці та вмотивовані педагоги – це наша головна  мета. Нехай оцінкою спільної роботи будуть тверді 12 балів! #ОсвітнійФорум2021  https://t.co/vns1IcTql8,Вшанування,7
08.02.2021 18:43:37,"Дякую @AlbertBourla, що робите все можливе, щоб пришвидшити постачання вакцини @pfizer в #Україну. Ми готові забезпечити всі умови для використання вакцини. #COVID19 є головним викликом для світу. Ми цінуємо, що фармацевтичні компанії борються за нас на передовій.",Вдячність,3
08.02.2021 10:24:49,"Перший етап вакцинації проти #COVID19 якісною вакциною почнеться цього місяця. Її отримають медики, військові, нацгвардійці. Програма передбачає охоплення щонайменше половини населення #Ukraine протягом 21-го та початку 22-го року #Ukraine30_covid #forum_ukraine30",Сентенція,4
08.02.2021 10:20:24,"У протидії #COVID19 #Україні є чим пишатися. Рівень смертності від COVID-19  у нас нижчий, ніж у багатьох країнах #Європи. Нам вдалося втричі зменшити середньотижневу кількість випадків захворювання й почати відновлювати нашу медицину #covid19_Україна  #forum_ukraine30",Сентенція,4
06.02.2021 16:44:37,"Навіть @Google повідомив світові, що українській антарктичній станції «Академік Вернадський» – 25! Мав нагоду поговорити з командою та побажати успіху! Їхня історія – це історія ентузіазму й відданості науці заради нашого спільного безпечного майбутнього #Vernadsky #ClimateAction  https://t.co/iXDKM5RSbD",Вшанування,7
02.02.2021 16:32:13,"Радий, що @harari_yuval сьогодні буде на @yes_ukraine. Людство має подолати не лише #COVID19, а й «своїх внутрішніх демонів, ненависть, жадобу та неуцтво». Нам слід подолати страхи та об’єднатися. Вітаю дискусію про те, як відновити світову солідарність #YESOnlineConversation  https://t.co/w9XjkFmIWJ",Підтримка,6
29.01.2021 16:11:18,"Швидке постачання вакцини стане сильним політичним сигналом підтримки 🇺🇦 від #Євросоюзу у протидії #COVID19. Про це говорив з головою @EU_Commission @vonderleyen. Згоден, що ми маємо вчитися на кризових ситуаціях і протистояти їм разом.",Сентенція,4
28.01.2021 13:18:37,"Енергетика, інфраструктура, цифровізація, кібербезпека – в #України 🇺🇦 чимало сфер для співпраці з Іспанією 🇪🇸. Радий спілкуванню з @sanchezcastejon, наше порозуміння – крок до теплих та ефективних відносин двох країн. Бажаю здоров’я! Буду радий бачити в Україні!",Сентенція,4
27.01.2021 16:47:13,"Вітаю створення українсько-канадської робочої групи з питань мобільності. Впевнений, цей новий інструмент сприятиме активізації двостороннього діалогу 🇺🇦 та 🇨🇦 з питань міграції та спрощенню режиму поїздок українців до Канади.",Сентенція,4
25.01.2021 13:15:08,Щиро вітаю Марселу Ребелу де Соузу з переобранням на посаду Президента Португалії. У розвиток нашої нещодавньої телефонної розмови налаштований на подальше поглиблення співпраці між 🇺🇦 та 🇵🇹. Очікую на нашу майбутню зустріч.,Вшанування,7
22.01.2021 19:18:24,"Радий першим привітати @ArminLaschet після підтвердження результатів виборів. Для 🇺🇦 важливо знати, що ми можемо покладатися на спадкоємність політики 🇩🇪, особливо в питанні досягнення миру на #Донбасі. Наші країни й надалі мають розвивати співпрацю та поглиблювати партнерство.",Вшанування,7
22.01.2021 09:05:00,"Бережімо нашу Україну і будьмо єдині. І в радості. І в горі. І нехай води красеня Дніпра будуть єдиним, що розділяє нас.  З Днем Соборності, великий та сильний народе!",Вшанування,7
21.01.2021 16:35:14,"15 загиблих та 5 постраждалих. Молимося, щоб не було більше. Дав доручення терміново створити Державну комісію для з’ясування причин трагедії. Закликаю місцеву владу зробити все можливе для допомоги постраждалим і родичам, які втратили своїх близьких. Мої щирі співчуття.  https://t.co/hayY1jlfQn",Співчуття,2
19.01.2021 17:49:02,"Радий вітати @AnnLinde на посаді діючої голови ОБСЄ. Ваш приїзд до України свідчить про важливе значення, яке шведське головування надаватиме питанню відновлення суверенітету й територіальної цілісності України, встановленню миру та дотриманню безпеки у Європі.  https://t.co/WWw7rk8d9y",Вшанування,7
16.01.2021 13:39:10,Щиро вітаю @ArminLaschet з упевненою перемогою на виборах голови партії @CDU! Зичу успіхів у вашій праці заради процвітання Німеччини. Сподіваюся на подальше зміцнення та поглиблення українсько-німецького партнерства на благо наших народів.,Вшанування,7
15.01.2021 16:38:28,Радий поспілкуватися з Ангелою #Меркель. Бажаю міцного здоров’я кожному громадянину Німеччини в часи пандемії #COVID19. 🇩🇪 завжди залишається для 🇺🇦 надійним другом і партнером. Продовжуємо координувати наші зусилля задля встановлення миру на #Донбасі.,Подія,5
14.01.2021 18:39:02,Банкова. Нарешті зима. 14 січня. Ось тепер вже точно – З НОВИМ РОКОМ!!!  https://t.co/QPiJcIGpGL,Вшанування,7
13.01.2021 15:33:08,"Радий розмові з Marcelo Rebelo de #Sousa. Obrigado за підтримку євроінтеграційних прагнень України. 🇺🇦 та 🇵🇹 – європейські країни. У нас багато тем для співпраці: торгівля, енергетика, космос, діджиталізація. Чекаю на особисту зустріч.",Подія,5
12.01.2021 13:33:32,Головною складовою діалогу між 🇺🇦 та 🇲🇩 завжди будуть наші громадяни. Актуальним завданням є забезпечення прав української національної меншини в Молдові та молдовської – в Україні. Дякую @sandumaiamd за відкритість і готовність до співпраці заради розвитку наших країн.  https://t.co/1CWYiix9wh,Вдячність,3
12.01.2021 11:44:25,"Вітаю @sandumaiamd у Києві. Це початок нових відносин 🇺🇦 та 🇲🇩. Нас єднають спільні цінності та позиції щодо питань загальноєвропейського порядку денного. Ми цінуємо, що Президент 🇲🇩 підтримує суверенітет і територіальну цілісність 🇺🇦, не боїться називати Крим українським.  https://t.co/hFsOuMTRHE",Подія,5
06.01.2021 19:04:13,"Магія Різдва особлива. Обійняти кохану та дітей, побути з друзями. Різдво дарує нам найцінніше – любов і світлу надію.  https://t.co/A2mlYtczS6",Вшанування,7
06.01.2021 18:04:11,"Щиро вітаю мільйони українських родин зі святом Різдва Христового. Не існує кращого дня, щоб порозумітися між собою, тож нехай радість і тепло цього свята об’єднають нашу країну.  https://t.co/nOnvEvOoTL",Вшанування,7
31.12.2020 23:47:33,"Ви запитаєте, чи був важким 2020-й? Трішечки так. Але ми не маємо іншого варіанту, аніж стати найсильнішою країною. Я щиро вітаю всіх українців з Новим роком! Нехай усі будуть здорові, нехай усі будуть щасливі!   https://t.co/kNoYGDWYS6",Вшанування,7
30.12.2020 16:41:23,Солодощі зі Слов’янська. Подарунок з душею. Донбас – це Україна! 🇺🇦  https://t.co/NyaqqvXLjD,Сентенція,4
24.12.2020 18:21:30,"Запорізький міст. Перша черга. ХОТІЛИ збудувати ще в 1965, а ми ЗМОГЛИ у 2020🇺🇦  https://t.co/drx69ssM8D",Вшанування,7
22.12.2020 21:02:54,Дякую @EmmanuelMacron за готовність допомогти з прискоренням надання вакцини проти #COVID19. Це жест справжньої дружби. Ціную підтримку Францією суверенітету й територіальної цілісності 🇺🇦 та наших мирних ініціатив. #ACTogether,Вдячність,3
18.12.2020 14:42:19,"Радий вітати в 🇺🇦 @MevlutCavusoglu, #HulusiAkar. Готуємося до чергового засідання Стратегічної ради високого рівня на початку 2021 року. Вдячний за підтримку 🇹🇷 територіальної цілісності та суверенітету #України. Буду радий побачитися з @RTErdogan у Києві.  https://t.co/xwiRn8YkbI",Вдячність,3
16.12.2020 08:36:36,6-Б з Вербки на Волині цьогоріч першим надіслав новорічні привітання. Від них затишно й тепло на душі. Усі побажання взаємні! Я обов’язково завітаю ще!  https://t.co/UfEPk4Ggk1,Вдячність,3
13.12.2020 09:07:48,"Виступив на #ClimateAction Summit 🇺🇳 🇬🇧 🇫🇷. 🇺🇦 пишається своєю роллю у вирішенні глобальних кліматичних проблем. Ставимо мету узгоджувати нашу політику з #EUGreenDeal, працювати над #NetZero й адаптаційним планом, зменшити викиди на 58-64% до 2030-го у порівнянні з 1990-м. #COP26",Подія,5
12.12.2020 11:13:25,Вже не дочекаюся 🇺🇦-🇨🇦 шедеврів! Вітаю ратифікацію Угоди про спільне аудіовізуальне виробництво між Україною та Канадою. Про це ми домовилися торік з моїм другом @JustinTrudeau. Вона відкриває можливості для 🇺🇦 та 🇨🇦 митців!  https://t.co/B1iFdvgV0X,Сентенція,4
11.12.2020 15:30:06,"Вдячний @VeniceComm та @giannibuquicch1 за рішення щодо КСУ. 2 схвалені документи дають важливі орієнтири, як уникнути невідворотної шкоди антикорупційній реформі й реформувати КС, щоб нинішня ситуація не повторилась. Позиції Комісії врахують при підготовці судової реформи в 🇺🇦.  https://t.co/c27IWRmJbU",Вдячність,3
